alg_name,array_size,k_value,threshold,num_threads,mean_time,std_time
kway_par,67108864,2,16,4,11.762720000000002,0.6256646942252697
kway_par,67108864,2,16,8,8.916152,0.28472431721930586
kway_par,67108864,2,64,2,12.66438,0.055807791570711536
kway_par,67108864,2,64,4,10.690460000000002,0.3110757438309838
kway_par,67108864,2,64,8,7.387274,0.2149534835819135
kway_par,67108864,2,256,2,11.48768,0.16699816046891044
kway_par,67108864,2,256,4,9.839616000000001,0.19223468184487416
kway_par,67108864,2,256,8,6.892384000000002,0.12102766007818219
kway_par,67108864,2,1024,2,10.508719999999999,0.1098248678578764
kway_par,67108864,2,1024,4,8.693944,0.2873344166367822
kway_par,67108864,2,1024,8,6.1802,0.12121390233797459
kway_par,67108864,2,4096,2,9.620752,0.04641818669444102
kway_par,67108864,2,4096,4,8.092234,0.1674392161472335
kway_par,67108864,2,4096,8,5.81261,0.26568559065180786
kway_par,67108864,4,16,2,9.686742,0.028190248952430077
kway_par,67108864,4,16,4,6.423178,0.33545215852040655
kway_par,67108864,4,16,8,5.481566,0.10751489489368425
kway_par,67108864,4,64,2,8.517382,0.10892838058100386
kway_par,67108864,4,64,4,5.4314480000000005,0.17517964235606845
kway_par,67108864,4,64,8,4.296664,0.1784425219055144
kway_par,67108864,4,256,2,7.885212,0.07731522163196591
kway_par,67108864,4,256,4,5.1654160000000005,0.23503032200973556
kway_par,67108864,4,256,8,4.0542039999999995,0.13117124724572843
kway_par,67108864,4,1024,2,7.7540819999999995,0.07161197592581849
kway_par,67108864,4,1024,4,4.746332,0.1365873132322324
kway_par,67108864,4,1024,8,3.89173,0.06181215673312171
kway_par,67108864,4,4096,2,6.884525999999999,0.11427506825200333
kway_par,67108864,4,4096,4,4.386734,0.12418040370364407
kway_par,67108864,4,4096,8,3.6855640000000003,0.10722940167696549
kway_par,67108864,8,16,2,12.244299999999999,0.8504688847923833
kway_par,67108864,8,16,4,9.293636000000001,0.31213268618329615
kway_par,67108864,8,16,8,11.964360000000001,0.16058883647377242
kway_par,67108864,8,64,2,7.9537260000000005,0.12201635965721985
kway_par,67108864,8,64,4,5.545254,0.14203970636410077
kway_par,67108864,8,64,8,4.21199,0.1869726389608917
kway_par,67108864,8,256,2,7.107978,0.11140465473219693
kway_par,67108864,8,256,4,4.686986,0.07415910776162281
kway_par,67108864,8,256,8,3.5496600000000003,0.1317971922310943
kway_par,67108864,8,1024,2,6.967062,0.07453442088055669
kway_par,67108864,8,1024,4,4.66969,0.05759480045976372
kway_par,67108864,8,1024,8,3.651432,0.14948981335194708
kway_par,67108864,8,4096,2,6.393812,0.10707937194436662
kway_par,67108864,8,4096,4,4.285408,0.04913917923612484
kway_par,67108864,8,4096,8,3.23842,0.11932070650142834
kway_par,67108864,16,16,2,9.94624,0.0988524498431883
kway_par,67108864,16,16,4,8.937796,0.08920981035738167
kway_par,67108864,16,16,8,11.42792,0.18862006680096394
kway_par,67108864,16,64,2,7.305611999999999,0.07024291206947494
kway_par,67108864,16,64,4,4.896246,0.01606708760167818
kway_par,67108864,16,64,8,3.766346,0.03134799298200765
kway_par,67108864,16,256,2,7.186964000000001,0.04825033081751869
kway_par,67108864,16,256,4,4.908828000000001,0.0687891007064344
kway_par,67108864,16,256,8,3.8012260000000007,0.09407720863205923
kway_par,67108864,16,1024,2,6.2993,0.050970193250565586
kway_par,67108864,16,1024,4,4.560848,0.11420433168667443
kway_par,67108864,16,1024,8,3.583372,0.08956348572939757
kway_par,67108864,16,4096,2,6.543284,0.08063026444208155
kway_par,67108864,16,4096,4,4.521687999999999,0.08014547133806121
kway_par,67108864,16,4096,8,3.3959319999999997,0.030388698820449613
kway_par,67108864,32,16,2,10.62476,0.1139627588293648
kway_par,67108864,32,16,4,11.05744,0.09383322652450968
kway_par,67108864,32,16,8,14.32368,0.10671214363885695
kway_par,67108864,32,64,2,7.001968,0.09125595616725521
kway_par,67108864,32,64,4,4.921671999999999,0.06675090633092554
kway_par,67108864,32,64,8,3.958484,0.04071140066369602
kway_par,67108864,32,256,2,7.21328,0.06256655496349457
kway_par,67108864,32,256,4,4.972964,0.07483626329527668
kway_par,67108864,32,256,8,3.9082299999999996,0.038483902608753215
kway_par,67108864,32,1024,2,6.965859999999999,0.08584082478634494
kway_par,67108864,32,1024,4,4.90878,0.04966313240221568
kway_par,67108864,32,1024,8,3.903135999999999,0.049663425818201455
kway_par,67108864,32,4096,2,6.022292,0.06805023038902946
kway_par,67108864,32,4096,4,4.358828,0.04581193879328845
kway_par,67108864,32,4096,8,3.5735,0.01901090529143737
kway_ranks,1048576,2,16,2,0.21766519999999998,0.005642720209260775
kway_ranks,1048576,2,16,4,0.223196,0.006002417246409981
kway_ranks,1048576,2,16,8,0.21359659999999997,0.008885437943061668
kway_ranks,1048576,2,64,2,0.1576774,0.0040888974846528
kway_ranks,1048576,2,64,4,0.1467184,0.007902900495387749
kway_ranks,1048576,2,64,8,0.1290826,0.004559467539088306
kway_ranks,1048576,2,256,2,0.13076459999999998,0.006854816309719755
kway_ranks,1048576,2,256,4,0.11652559999999998,0.004426505556305108
kway_ranks,1048576,2,256,8,0.09376090000000001,0.0014015225663541794
kway_ranks,1048576,2,1024,2,0.1256416,0.003512860805668222
kway_ranks,1048576,2,1024,4,0.1101866,0.002831408525804782
kway_ranks,1048576,2,1024,8,0.0774531,0.0030057573202106635
kway_ranks,1048576,2,4096,2,0.10065052000000001,0.002002443594611341
kway_ranks,1048576,2,4096,4,0.09108696000000001,0.004969572771416071
kway_ranks,1048576,2,4096,8,0.06681658,0.0009916448666735485
kway_ranks,1048576,4,16,2,0.14442499999999997,0.0012863822138073806
kway_ranks,1048576,4,16,4,0.112016,0.007198551215348825
kway_ranks,1048576,4,16,8,0.113754,0.0013750653802637903
kway_ranks,1048576,4,64,2,0.1109554,0.0023442447483144765
kway_ranks,1048576,4,64,4,0.08006088,0.00426069647048461
kway_ranks,1048576,4,64,8,0.07427056000000001,0.0018087444292657785
kway_ranks,1048576,4,256,2,0.09730466,0.004830782712397649
kway_ranks,1048576,4,256,4,0.06330309999999999,0.0023675795124979437
kway_ranks,1048576,4,256,8,0.0627437,0.0017048162892229768
kway_ranks,1048576,4,1024,2,0.08487604,0.0009438834156822557
kway_ranks,1048576,4,1024,4,0.06082474,0.00356746466533307
kway_ranks,1048576,4,1024,8,0.05286116,0.0005492307260159425
kway_ranks,1048576,4,4096,2,0.07634866,0.0013764869699346963
kway_ranks,1048576,4,4096,4,0.0537099,0.0011472638127300971
kway_ranks,1048576,4,4096,8,0.04976834,0.002013111961714996
kway_ranks,1048576,8,16,2,0.20570780000000002,0.006621399048539512
kway_ranks,1048576,8,16,4,0.1802802,0.004459191379611325
kway_ranks,1048576,8,16,8,0.19463439999999999,0.0032520148585146414
kway_ranks,1048576,8,64,2,0.10972820000000001,0.0016038386951311506
kway_ranks,1048576,8,64,4,0.08263634,0.0031032021968282995
kway_ranks,1048576,8,64,8,0.0729391,0.0017880276899421878
kway_ranks,1048576,8,256,2,0.0885606,0.0018402883676206824
kway_ranks,1048576,8,256,4,0.06273011999999999,0.0016320788159889833
kway_ranks,1048576,8,256,8,0.05349694000000001,0.0022383102864437726
kway_ranks,1048576,8,1024,2,0.08757132000000001,0.0014154306784862345
kway_ranks,1048576,8,1024,4,0.06078984,0.00064515557999602
kway_ranks,1048576,8,1024,8,0.05326346,0.001376331978266872
kway_ranks,1048576,8,4096,2,0.07545942,0.0008446839110578583
kway_ranks,1048576,8,4096,4,0.05577222,0.0018354546961448
kway_ranks,1048576,8,4096,8,0.04676524,0.0007170085343983011
kway_ranks,1048576,16,16,2,0.11683639999999999,0.003252554971095804
kway_ranks,1048576,16,16,4,0.09008738000000001,0.0019922195656101767
kway_ranks,1048576,16,16,8,0.08773964,0.0024975427552696642
kway_ranks,1048576,16,64,2,0.11420280000000001,0.0012496699404242727
kway_ranks,1048576,16,64,4,0.0908384,0.002106160898886884
kway_ranks,1048576,16,64,8,0.08645038000000001,0.0021857343703204192
kway_ranks,1048576,16,256,2,0.08467714000000001,0.0005925601829350371
kway_ranks,1048576,16,256,4,0.06386748,0.0024717484106599502
kway_ranks,1048576,16,256,8,0.05367134,0.0006499462334685846
kway_ranks,1048576,16,1024,2,0.08570596,0.0023954726018888205
kway_ranks,1048576,16,1024,4,0.06231424,0.0015739231195963789
kway_ranks,1048576,16,1024,8,0.053718840000000004,0.0013871430057495887
kway_ranks,1048576,16,4096,2,0.06866944,0.001177266438152383
kway_ranks,1048576,16,4096,4,0.05271454,0.001201570143770225
kway_ranks,1048576,16,4096,8,0.049097999999999996,0.0017967631229519364
kway_ranks,1048576,32,16,2,0.315783,0.021847473748696895
kway_ranks,1048576,32,16,4,0.4109926,0.017210676170331018
kway_ranks,1048576,32,16,8,0.5296498,0.004911748584771009
kway_ranks,1048576,32,64,2,0.09820298,0.0016271596828830303
kway_ranks,1048576,32,64,4,0.07657620000000001,0.0011432925574847417
kway_ranks,1048576,32,64,8,0.07139688,0.001193841867920538
kway_ranks,1048576,32,256,2,0.09693248,0.0009112822557254153
kway_ranks,1048576,32,256,4,0.07698904000000001,0.0007583577957666128
kway_ranks,1048576,32,256,8,0.0716319,0.0017690462662123885
kway_ranks,1048576,32,1024,2,0.07606318,0.0016928668647002336
kway_ranks,1048576,32,1024,4,0.060455300000000003,0.001511654782018698
kway_ranks,1048576,32,1024,8,0.053314740000000006,0.0003274477094132741
kway_ranks,1048576,32,4096,2,0.07650011999999999,0.0011660248288951625
kway_ranks,1048576,32,4096,4,0.06054448,0.000850882096180194
kway_ranks,1048576,32,4096,8,0.057849819999999996,0.007280484667218249
kway_ranks,4194304,2,16,2,0.9758932,0.030606079457519524
kway_ranks,4194304,2,16,4,0.965158,0.0362628487187645
kway_ranks,4194304,2,16,8,0.951433,0.03426313225027738
kway_ranks,4194304,2,64,2,0.7224078,0.016011194089136503
kway_ranks,4194304,2,64,4,0.670574,0.033814160376978174
kway_ranks,4194304,2,64,8,0.5557332,0.016148952429182514
kway_ranks,4194304,2,256,2,0.5772590000000001,0.010050740549830168
kway_ranks,4194304,2,256,4,0.5119971999999999,0.015035985293953988
kway_ranks,4194304,2,256,8,0.398957,0.011245489211234892
kway_ranks,4194304,2,1024,2,0.5197414,0.01093037960182535
kway_ranks,4194304,2,1024,4,0.4559382,0.026153811381135247
kway_ranks,4194304,2,1024,8,0.3441452,0.00697952409265846
kway_ranks,4194304,2,4096,2,0.4885244,0.013108793058096532
kway_ranks,4194304,2,4096,4,0.44587380000000004,0.010677707008529498
kway_ranks,4194304,2,4096,8,0.3085212,0.0070649994593064164
kway_ranks,4194304,4,16,2,0.6397024,0.015971395500706902
kway_ranks,4194304,4,16,4,0.4841902,0.01052002025473335
kway_ranks,4194304,4,16,8,0.4993664,0.03329829731743051
kway_ranks,4194304,4,64,2,0.5180534,0.020324869274856366
kway_ranks,4194304,4,64,4,0.3523174,0.00659570510559713
kway_ranks,4194304,4,64,8,0.32575459999999995,0.007465925196517845
kway_ranks,4194304,4,256,2,0.43774300000000005,0.008090331587765716
kway_ranks,4194304,4,256,4,0.2926034,0.005497727843391302
kway_ranks,4194304,4,256,8,0.26139159999999995,0.013528652018586329
kway_ranks,4194304,4,1024,2,0.4025466,0.012476740385212804
kway_ranks,4194304,4,1024,4,0.28385299999999997,0.012016368885815724
kway_ranks,4194304,4,1024,8,0.236808,0.008794917282157923
kway_ranks,4194304,4,4096,2,0.3601702,0.005425063737874431
kway_ranks,4194304,4,4096,4,0.2539846,0.007307193047949395
kway_ranks,4194304,4,4096,8,0.21464659999999997,0.0055169124190982055
kway_ranks,4194304,8,16,2,0.5421908,0.003995248347725077
kway_ranks,4194304,8,16,4,0.40920839999999997,0.011502669387581299
kway_ranks,4194304,8,16,8,0.35797660000000003,0.008234531209486057
kway_ranks,4194304,8,64,2,0.5261254,0.012092214463860593
kway_ranks,4194304,8,64,4,0.40330619999999995,0.005598475485344207
kway_ranks,4194304,8,64,8,0.3620574,0.007858579683377904
kway_ranks,4194304,8,256,2,0.40953039999999996,0.008318315805498123
kway_ranks,4194304,8,256,4,0.2879428,0.0027341196316182045
kway_ranks,4194304,8,256,8,0.2373034,0.005910574510147048
kway_ranks,4194304,8,1024,2,0.35782579999999997,0.0062931842305783475
kway_ranks,4194304,8,1024,4,0.24789559999999997,0.006379222698730619
kway_ranks,4194304,8,1024,8,0.1968952,0.003840662828210782
kway_ranks,4194304,8,4096,2,0.359331,0.006535633282245883
kway_ranks,4194304,8,4096,4,0.2489706,0.009860728139442844
kway_ranks,4194304,8,4096,8,0.19854680000000002,0.0044086527828805025
kway_ranks,4194304,16,16,2,0.7455738,0.02020734948873801
kway_ranks,4194304,16,16,4,0.6750966,0.015197134119300256
kway_ranks,4194304,16,16,8,0.7171095999999999,0.014012930508640959
kway_ranks,4194304,16,64,2,0.4026598,0.005546551627813453
kway_ranks,4194304,16,64,4,0.3088696,0.00494469107629586
kway_ranks,4194304,16,64,8,0.25378459999999997,0.0031697253256394325
kway_ranks,4194304,16,256,2,0.41315300000000005,0.009389956272528631
kway_ranks,4194304,16,256,4,0.302141,0.004330444457558599
kway_ranks,4194304,16,256,8,0.2541434,0.0017581569440752458
kway_ranks,4194304,16,1024,2,0.3408028000000001,0.002135173379376957
kway_ranks,4194304,16,1024,4,0.24706519999999998,0.00398696432890991
kway_ranks,4194304,16,1024,8,0.2098562,0.0035049896661759243
kway_ranks,4194304,16,4096,2,0.34671140000000006,0.002761083671314586
kway_ranks,4194304,16,4096,4,0.25909340000000003,0.011020967990154036
kway_ranks,4194304,16,4096,8,0.2161174,0.003783314821687465
kway_ranks,4194304,32,16,2,0.7051656,0.03223747905528595
kway_ranks,4194304,32,16,4,0.625165,0.17668075962254637
kway_ranks,4194304,32,16,8,0.7286912,0.005481169378882572
kway_ranks,4194304,32,64,2,0.6555182,0.012833790576443108
kway_ranks,4194304,32,64,4,0.6754711999999999,0.00654152653132279
kway_ranks,4194304,32,64,8,0.7648462,0.04447712297979715
kway_ranks,4194304,32,256,2,0.42824840000000003,0.033891232250244305
kway_ranks,4194304,32,256,4,0.30073039999999995,0.0042236243488264795
kway_ranks,4194304,32,256,8,0.2555196,0.0035395614756633456
kway_ranks,4194304,32,1024,2,0.39101820000000004,0.010671121373126634
kway_ranks,4194304,32,1024,4,0.3013522,0.0074469851993944555
kway_ranks,4194304,32,1024,8,0.2533684,0.006357768400940706
kway_ranks,4194304,32,4096,2,0.33265979999999995,0.012338925697158564
kway_ranks,4194304,32,4096,4,0.2504802,0.004240978538026338
kway_ranks,4194304,32,4096,8,0.1183006,0.19737596310655459
kway_ranks,16777216,2,16,2,4.16742,0.05465528117208814
kway_ranks,16777216,2,16,4,3.991647999999999,0.12449013911149748
kway_ranks,16777216,2,16,8,3.88567,0.1714945779900928
kway_ranks,16777216,2,64,2,3.1002979999999996,0.023043175475615286
kway_ranks,16777216,2,64,4,2.8234120000000003,0.05852737321971673
kway_ranks,16777216,2,64,8,2.421434,0.05018865752338874
kway_ranks,16777216,2,256,2,2.719106,0.0219265105294938
kway_ranks,16777216,2,256,4,2.387042,0.21787150712289105
kway_ranks,16777216,2,256,8,1.8327379999999998,0.045597257110488565
kway_ranks,16777216,2,1024,2,2.3376240000000004,0.00815076585358691
kway_ranks,16777216,2,1024,4,1.90855,0.16010816843621692
kway_ranks,16777216,2,1024,8,1.538592,0.03266653051672309
kway_ranks,16777216,2,4096,2,2.1261540000000005,0.021078592552634997
kway_ranks,16777216,2,4096,4,1.81891,0.20231541621932816
kway_ranks,16777216,2,4096,8,1.3432520000000001,0.05025738290042568
kway_ranks,16777216,4,16,2,2.7649679999999996,0.017729854370524274
kway_ranks,16777216,4,16,4,1.997582,0.2043243580584557
kway_ranks,16777216,4,16,8,2.03931,0.015753812237042815
kway_ranks,16777216,4,64,2,2.10072,0.15753211888373753
kway_ranks,16777216,4,64,4,1.553804,0.0559213313861535
kway_ranks,16777216,4,64,8,1.383524,0.03957641297540747
kway_ranks,16777216,4,256,2,1.955596,0.03980048220813414
kway_ranks,16777216,4,256,4,1.2257592,0.18209170953824338
kway_ranks,16777216,4,256,8,1.13753,0.03640708502475854
kway_ranks,16777216,4,1024,2,1.7853280000000002,0.04413375732928247
kway_ranks,16777216,4,1024,4,1.208896,0.018354449705725317
kway_ranks,16777216,4,1024,8,0.913585,0.20717345467699277
kway_ranks,16777216,4,4096,2,1.620128,0.03458828032730164
kway_ranks,16777216,4,4096,4,1.079594,0.025545504183711047
kway_ranks,16777216,4,4096,8,0.9171902,0.008536322191670137
kway_ranks,16777216,8,16,2,2.6978500000000003,0.21194455784473445
kway_ranks,16777216,8,16,4,2.2503599999999997,0.02926074025037641
kway_ranks,16777216,8,16,8,2.122448,0.05038009662555252
kway_ranks,16777216,8,64,2,1.8483260000000001,0.19165898513766577
kway_ranks,16777216,8,64,4,1.3377539999999999,0.01767678771722966
kway_ranks,16777216,8,64,8,1.125864,0.016926855112512795
kway_ranks,16777216,8,256,2,1.82553,0.1886933526121151
kway_ranks,16777216,8,256,4,1.364242,0.017099285833039952
kway_ranks,16777216,8,256,8,1.1174819999999999,0.03933342873434758
kway_ranks,16777216,8,1024,2,1.6629539999999998,0.026076571553791394
kway_ranks,16777216,8,1024,4,1.068271,0.20712218554273704
kway_ranks,16777216,8,1024,8,0.9134497999999999,0.02509982532528861
kway_ranks,16777216,8,4096,2,1.45117,0.002641552573771682
kway_ranks,16777216,8,4096,4,1.0124419999999998,0.013102508767407857
kway_ranks,16777216,8,4096,8,0.8278890000000001,0.009131857598539276
kway_ranks,16777216,16,16,2,2.045088,0.1964063924010622
kway_ranks,16777216,16,16,4,1.652226,0.013483571633658504
kway_ranks,16777216,16,16,8,1.466016,0.009186937683472098
kway_ranks,16777216,16,64,2,2.092092,0.2546018551699889
kway_ranks,16777216,16,64,4,1.645622,0.014689267374515329
kway_ranks,16777216,16,64,8,1.4561000000000002,0.01212065509780717
kway_ranks,16777216,16,256,2,1.6300180000000002,0.01571350171031272
kway_ranks,16777216,16,256,4,1.06019,0.18216921298616842
kway_ranks,16777216,16,256,8,0.9464478,0.008613426389074207
kway_ranks,16777216,16,1024,2,1.6467800000000001,0.02795489152187858
kway_ranks,16777216,16,1024,4,1.179116,0.014076992008238132
kway_ranks,16777216,16,1024,8,0.9446934,0.0051518072013614765
kway_ranks,16777216,16,4096,2,1.3262128,0.20154228901984816
kway_ranks,16777216,16,4096,4,1.0311800000000002,0.01360708344943909
kway_ranks,16777216,16,4096,8,0.8315417999999999,0.004496191294862789
kway_ranks,16777216,32,16,2,2.00316,0.019492217934345035
kway_ranks,16777216,32,16,4,1.5204900000000001,0.20811397694532677
kway_ranks,16777216,32,16,8,1.4645940000000002,0.012208571742837073
kway_ranks,16777216,32,64,2,2.018954,0.030866536313619616
kway_ranks,16777216,32,64,4,1.526886,0.2074098896967066
kway_ranks,16777216,32,64,8,1.465686,0.0037136752685177164
kway_ranks,16777216,32,256,2,2.065182,0.05588571388109845
kway_ranks,16777216,32,256,4,1.60919,0.21912877455961827
kway_ranks,16777216,32,256,8,1.546852,0.052911105601754375
kway_ranks,16777216,32,1024,2,1.6581579999999998,0.13331692921756041
kway_ranks,16777216,32,1024,4,1.216986,0.05197565837966842
kway_ranks,16777216,32,1024,8,1.0029322,0.03892843705776023
kway_ranks,16777216,32,4096,2,1.467196,0.19997108406967243
kway_ranks,16777216,32,4096,4,1.182266,0.022138716855319297
kway_ranks,16777216,32,4096,8,1.0217806,0.06020897826603606
kway_ranks,67108864,2,16,2,18.4143,0.21568622580035163
kway_ranks,67108864,2,16,4,18.153399999999998,0.6530201191387603
kway_ranks,67108864,2,16,8,17.18234,1.0130476486325801
kway_ranks,67108864,2,64,2,13.447879999999998,0.3414052454195747
kway_ranks,67108864,2,64,4,11.97588,0.21280271990742958
kway_ranks,67108864,2,64,8,10.368128,0.42835479399208337
kway_ranks,67108864,2,256,2,11.836680000000001,0.06879053423255259
kway_ranks,67108864,2,256,4,9.48038,1.027759344457641
kway_ranks,67108864,2,256,8,7.472206,0.44071981523866166
kway_ranks,67108864,2,1024,2,10.70854,0.2572425905638489
kway_ranks,67108864,2,1024,4,9.468399999999999,1.273571334178027
kway_ranks,67108864,2,1024,8,6.721992,0.21036008969383907
kway_ranks,67108864,2,4096,2,9.68366,0.3106639263255392
kway_ranks,67108864,2,4096,4,8.151936000000001,0.2567879877720139
kway_ranks,67108864,2,4096,8,6.015032,0.2232585152149858
kway_ranks,67108864,4,16,2,11.88896,0.29300053651828023
kway_ranks,67108864,4,16,4,8.982968,0.35568189317984655
kway_ranks,67108864,4,16,8,8.338962,0.6803141641153739
kway_ranks,67108864,4,64,2,9.453806,0.32153358596575843
kway_ranks,67108864,4,64,4,6.526681999999999,0.31280685679185477
kway_ranks,67108864,4,64,8,5.662762000000001,0.2424082868550496
kway_ranks,67108864,4,256,2,8.487914,0.13418072627616812
kway_ranks,67108864,4,256,4,5.626372,0.3914683236431781
kway_ranks,67108864,4,256,8,4.940298,0.26521002902605323
kway_ranks,67108864,4,1024,2,8.156376,0.23889838480826922
kway_ranks,67108864,4,1024,4,5.442308000000001,0.3329453469505167
kway_ranks,67108864,4,1024,8,4.438428,0.07560201886193257
kway_ranks,67108864,4,4096,2,7.15078,0.23019733091415293
kway_ranks,67108864,4,4096,4,4.717968,0.33963750431305423
kway_ranks,67108864,4,4096,8,4.2392579999999995,0.06808605448988823
kway_ranks,67108864,8,16,2,15.77336,0.4485814200343119
kway_ranks,67108864,8,16,4,13.165959999999998,0.31684104910822375
kway_ranks,67108864,8,16,8,13.345160000000002,0.36257013445676933
kway_ranks,67108864,8,64,2,9.056766,0.31830648906988984
kway_ranks,67108864,8,64,4,6.497795999999999,0.4077882696498271
kway_ranks,67108864,8,64,8,5.58355,0.3630800462157071
kway_ranks,67108864,8,256,2,7.389712,0.27358902985317246
kway_ranks,67108864,8,256,4,5.066784,0.2280291060895518
kway_ranks,67108864,8,256,8,4.115734,0.07580731801086234
kway_ranks,67108864,8,1024,2,7.434316,0.30085055064599775
kway_ranks,67108864,8,1024,4,5.21628,0.2857738488385528
kway_ranks,67108864,8,1024,8,4.220352,0.10774056792128026
kway_ranks,67108864,8,4096,2,6.58599,0.34737924710609885
kway_ranks,67108864,8,4096,4,4.553427999999999,0.28868556967053255
kway_ranks,67108864,8,4096,8,3.76427,0.0994939933865357
kway_ranks,67108864,16,16,2,12.878199999999998,0.21105091328871314
kway_ranks,67108864,16,16,4,11.79546,0.41990070540545654
kway_ranks,67108864,16,16,8,12.13226,0.3358787316874944
kway_ranks,67108864,16,64,2,7.771724000000001,0.2910266338052242
kway_ranks,67108864,16,64,4,5.7271160000000005,0.051239351127819514
kway_ranks,67108864,16,64,8,4.552312,0.31808145305251617
kway_ranks,67108864,16,256,2,7.799519999999999,0.3071478629585429
kway_ranks,67108864,16,256,4,5.532062,0.28107899718050805
kway_ranks,67108864,16,256,8,4.611844,0.04035259228352001
kway_ranks,67108864,16,1024,2,6.753659999999999,0.08499299759391951
kway_ranks,67108864,16,1024,4,4.630485999999999,0.29126258459335297
kway_ranks,67108864,16,1024,8,3.62751,0.2953897753816134
kway_ranks,67108864,16,4096,2,6.646828000000001,0.28267434785632733
kway_ranks,67108864,16,4096,4,4.681284,0.36313317753132934
kway_ranks,67108864,16,4096,8,3.7823320000000002,0.03259086890526248
kway_ranks,67108864,32,16,2,13.92088,0.30164243335446034
kway_ranks,67108864,32,16,4,14.72432,0.37509320121804424
kway_ranks,67108864,32,16,8,16.82274,0.5430138215552157
kway_ranks,67108864,32,64,2,7.5274019999999995,0.30973868182065983
kway_ranks,67108864,32,64,4,5.602556,0.24385468374423322
kway_ranks,67108864,32,64,8,4.76844,0.06804904025774365
kway_ranks,67108864,32,256,2,7.53974,0.31273402648256865
kway_ranks,67108864,32,256,4,5.517594000000001,0.30032405315592015
kway_ranks,67108864,32,256,8,4.574908000000001,0.2881090656261963
kway_ranks,67108864,32,1024,2,7.51978,0.3052902661402751
kway_ranks,67108864,32,1024,4,5.523132,0.2700926786419802
kway_ranks,67108864,32,1024,8,4.62512,0.3095315155521326
kway_ranks,67108864,32,4096,2,6.321826000000001,0.3149912827746189
kway_ranks,67108864,32,4096,4,4.6012059999999995,0.2922304615607345
kway_ranks,67108864,32,4096,8,3.727184,0.2786264866519334
kway_full,1048576,2,16,2,0.2324388,0.005652375903989405
kway_full,1048576,2,16,4,0.2363614,0.007232925344561493
kway_full,1048576,2,16,8,0.23101280000000002,0.009305192988863805
kway_full,1048576,2,64,2,0.1594542,0.0021441766158598087
kway_full,1048576,2,64,4,0.1501486,0.005856463014482372
kway_full,1048576,2,64,8,0.1337098,0.002923288039177799
kway_full,1048576,2,256,2,0.1359348,0.004784323417161509
kway_full,1048576,2,256,4,0.12369619999999999,0.005349157369156384
kway_full,1048576,2,256,8,0.09614384000000001,0.0025449326149035835
kway_full,1048576,2,1024,2,0.1283618,0.001681598691721662
kway_full,1048576,2,1024,4,0.11556739999999999,0.003564485746920583
kway_full,1048576,2,1024,8,0.08434522000000001,0.0024763364031568915
kway_full,1048576,2,4096,2,0.10377080000000001,0.0013391978793292623
kway_full,1048576,2,4096,4,0.09377096,0.0038745570371850266
kway_full,1048576,2,4096,8,0.06894156,0.0009602235148130903
kway_full,1048576,4,16,2,0.15315879999999998,0.0030521958914853423
kway_full,1048576,4,16,4,0.11777820000000001,0.00394845794709783
kway_full,1048576,4,16,8,0.12072659999999999,0.0032448613283158926
kway_full,1048576,4,64,2,0.12173459999999998,0.007692064393906231
kway_full,1048576,4,64,4,0.08190106,0.005033579075210798
kway_full,1048576,4,64,8,0.0833209,0.0034992572486171954
kway_full,1048576,4,256,2,0.10107378,0.004063315999722394
kway_full,1048576,4,256,4,0.06776684,0.0033599834931737384
kway_full,1048576,4,256,8,0.0641053,0.00226544461331545
kway_full,1048576,4,1024,2,0.08753584,0.0010935578623922921
kway_full,1048576,4,1024,4,0.05870952,0.0021933726034579723
kway_full,1048576,4,1024,8,0.0542014,0.0008210637685344551
kway_full,1048576,4,4096,2,0.07942826,0.00162316067054374
kway_full,1048576,4,4096,4,0.05492020000000001,0.002449498540518038
kway_full,1048576,4,4096,8,0.050919099999999995,0.0011426346642737556
kway_full,1048576,8,16,2,0.21367000000000003,0.004212846828452229
kway_full,1048576,8,16,4,0.18838880000000002,0.0046843379638962825
kway_full,1048576,8,16,8,0.22365240000000003,0.01451373204382662
kway_full,1048576,8,64,2,0.12082079999999999,0.009634804811722967
kway_full,1048576,8,64,4,0.08707276,0.005807029442873524
kway_full,1048576,8,64,8,0.08056812,0.0030698673368078967
kway_full,1048576,8,256,2,-0.053649100000000005,0.29187541614462154
kway_full,1048576,8,256,4,0.06555311999999999,0.002706729165912244
kway_full,1048576,8,256,8,0.05964036,0.003629720435846263
kway_full,1048576,8,1024,2,0.09111204,0.0018895311699995837
kway_full,1048576,8,1024,4,0.07075662,0.0030819316743886456
kway_full,1048576,8,1024,8,0.05774262,0.0021247213505775275
kway_full,1048576,8,4096,2,0.07847896000000001,0.0019331261330808186
kway_full,1048576,8,4096,4,0.05697129999999999,0.0013245576303053015
kway_full,1048576,8,4096,8,0.04837818000000001,0.000577491151101036
kway_full,1048576,16,16,2,0.1205198,0.005508753267301047
kway_full,1048576,16,16,4,0.09652497999999998,0.002849274569710681
kway_full,1048576,16,16,8,0.08875519999999999,0.0007233736406588251
kway_full,1048576,16,64,2,0.1170242,0.0012365358708909355
kway_full,1048576,16,64,4,0.09474940000000001,0.0026178301648502713
kway_full,1048576,16,64,8,0.08893258,0.002564422201120561
kway_full,1048576,16,256,2,0.08594786,0.0008356010904732032
kway_full,1048576,16,256,4,0.06428014,0.0023879782943737144
