alg_name,array_size,k_value,threshold,num_threads,mean_time,std_time
kway_seq,4194304,4,256,1,0.7006346,0.007110275651477931
kway_seq,4194304,4,1024,1,0.6430366000000001,0.011357123132202124
kway_seq,4194304,4,4096,1,0.5738989999999999,0.015850048403711577
kway_seq,4194304,8,16,1,0.6633975999999999,0.007509215261263964
kway_seq,4194304,8,64,1,0.6642454,0.00481318441782566
kway_seq,4194304,8,256,1,0.6077626,0.0015356099244274491
kway_seq,4194304,8,1024,1,0.5476913999999999,0.005349570995883681
kway_seq,4194304,8,4096,1,0.5537080000000001,0.014855361402537461
kway_seq,4194304,16,16,1,0.6676488,0.0037921605134804016
kway_seq,4194304,16,64,1,0.5824676,0.007479444113034099
kway_seq,4194304,16,256,1,0.5774289999999999,0.0044944461727781096
kway_seq,4194304,16,1024,1,0.5036188,0.003963419402485684
kway_seq,4194304,16,4096,1,0.5032089999999999,0.0026776791443337577
kway_seq,4194304,32,16,1,0.6344698,0.005063734842979075
kway_seq,4194304,32,64,1,0.6302342,0.0046726864820999985
kway_seq,4194304,32,256,1,0.5294641999999999,0.0030012868839882616
kway_seq,4194304,32,1024,1,0.5290857999999999,0.0018890855353847801
kway_seq,4194304,32,4096,1,0.4447114,0.002632272903784863
kway_seq,16777216,2,16,1,5.320796,0.005479648163887986
kway_seq,16777216,2,64,1,4.93629,0.017115921243100077
kway_seq,16777216,2,256,1,4.494249999999999,0.016848217709894524
kway_seq,16777216,2,1024,1,4.093826000000001,0.007850833331564094
kway_seq,16777216,2,4096,1,3.691724,0.019617732386797357
kway_seq,16777216,4,16,1,3.542866,0.019930202808802432
kway_seq,16777216,4,64,1,3.281926,0.024297757592008327
kway_seq,16777216,4,256,1,3.0998200000000002,0.012971636751004077
kway_seq,16777216,4,1024,1,2.85172,0.042969933209163876
kway_seq,16777216,4,4096,1,2.662504,0.017552150409565235
kway_seq,16777216,8,16,1,3.1020659999999998,0.01859163639919842
kway_seq,16777216,8,64,1,2.7837259999999997,0.030372036217547287
kway_seq,16777216,8,256,1,2.778304,0.009331507059419677
kway_seq,16777216,8,1024,1,2.516514,0.014246228413162558
kway_seq,16777216,8,4096,1,2.24651,0.011294912128918927
kway_seq,16777216,16,16,1,2.6720680000000003,0.01136237545586315
kway_seq,16777216,16,64,1,2.671456,0.007937751822777058
kway_seq,16777216,16,256,1,2.41156,0.007957037137025278
kway_seq,16777216,16,1024,1,2.399172,0.006481281971955887
kway_seq,16777216,16,4096,1,2.099102,0.010707088119559055
kway_seq,16777216,32,16,1,2.520238,0.005164569294723495
kway_seq,16777216,32,64,1,2.519896,0.009863821977306788
